district,year,total_population,pop_0_14,pop_15_64,pop_65p,population_density,age_0_14_ratio,age_15_64_ratio,age_65_plus_ratio,area,total_households,single_households,avg_household_size,single_household_ratio,num_businesses,num_workers,worker_density,consumption_total,working_population,working_pop_ratio,living_population,living_pop_ratio,residential_area,commercial_area,residential_ratio,commercial_ratio,total_housing,apartment_count,non_apartment_count,apartment_ratio,non_apartment_ratio,housing_density,cluster,cluster_name
서대문구,2020,312173,31090,227327,53756,17706.9200226886,0.0995922132919887,0.7282083972669001,0.1721993894411111,17.63,138528,49863,2.2535010972510974,0.3599488911988912,28769,120347,0.3855138016420382,466440751000,35177.0,0.1126843128649819,386089.70600710384,1.2367812270987684,15.439372,0.283546,0.8757442994895066,0.016083153715258,101036,54132,45971,0.5357694287184765,0.4549962389643295,5730.9132161089055,1,신흥 아파트 주거지
서대문구,2021,304819,29460,221537,53822,17289.790130459445,0.0966475186914201,0.726782123161614,0.1765703581469659,17.63,140409,52792,2.1709363359898584,0.3759872942617638,28522,118256,0.3879548190893612,481048070000,36188.25,0.1187204537774876,376648.23341452057,1.2356455254249918,15.439372,0.283546,0.8757442994895066,0.016083153715258,102024,55231,45890,0.5413530149768682,0.4497961264016309,5786.954055587068,1,신흥 아파트 주거지
서대문구,2022,306337,29142,221693,55502,17375.8933635848,0.0951305261852143,0.7236899231891675,0.1811795506256182,17.63,143327,54288,2.137329323853845,0.3787702247308602,28427,119608,0.3904458162089463,542642493000,35973.5,0.1174311297688493,383234.8151536986,1.2510235954314977,15.437826,0.285092,0.8756566080544527,0.0161708451503119,105047,57952,46203,0.5516768684493608,0.4398316943844184,5958.423142370959,1,신흥 아파트 주거지
서대문구,2023,306231,28212,220431,57588,17369.88088485536,0.0921265319317769,0.7198193520577603,0.1880541160104626,17.63,145742,56170,2.101185656845659,0.3854070892398896,28401,118280,0.3862443710793486,460251902000,35865.25,0.1171182865222658,387989.2213219178,1.266982184435664,15.437826,0.285092,0.8756566080544527,0.0161708451503119,106640,59417,46334,0.5571736684171043,0.434489872468117,6048.780487804878,1,신흥 아파트 주거지
서대문구,2024,302853,27021,216147,59685,17178.275666477595,0.0892215035016988,0.7137026874424226,0.1970758090558786,17.63,145416,56770,2.0826662815646144,0.3903972052593937,28468,117330,0.3874156769125615,336060617000,45641.5,0.1507051275701413,386961.4383871584,1.2777203408490536,15.439244,0.283546,0.8757370391378333,0.016083153715258,106311,59575,45850,0.5603841559198954,0.4312818052694453,6030.11911514464,1,신흥 아파트 주거지
서초구,2020,425126,56954,308100,60072,9049.08471690081,0.1339696936908116,0.7247263164332457,0.1413039898759426,46.98,158582,43942,2.680796055037772,0.2770932388291231,75858,497678,1.1706599925669097,1830721787000,430679.75,1.0130637740340511,590503.5812822405,1.389008391117552,18.885147,1.322182,0.4019826947637293,0.0281435078756917,133528,94499,37768,0.7077092445030256,0.2828470433167575,2842.23073648361,3,균형형 혼합 주거지
서초구,2021,412279,54730,296975,60574,8775.627926777353,0.1327499096485632,0.7203253136832096,0.1469247766682271,46.98,158408,45933,2.6026400181809,0.289966415837584,71958,487976,1.1836062472257864,2153524955000,436582.5,1.0589491582156745,572768.9056389041,1.3892749949400869,19.009141,1.329783,0.4046219880800341,0.0283053001277139,135171,95298,38674,0.7050180881993919,0.2861116659638532,2877.2030651341,3,균형형 혼합 주거지
서초구,2022,404325,51932,290165,62228,8608.154140941026,0.1284412292091757,0.7176528782538799,0.1539058925369442,46.97,156869,46745,2.5774690984197006,0.2979874927487266,69975,492367,1.2177505719408892,2380513474000,437305.75,1.0815699004513697,574922.745729315,1.4219322221710629,19.005773,1.333152,0.4046364275069193,0.0283830530125612,132706,92711,38851,0.6986195047699426,0.2927599354965111,2825.335320417288,3,균형형 혼합 주거지
서초구,2023,407664,50507,291616,65541,8679.242069406004,0.1238936967698889,0.7153341967895129,0.1607721064405981,46.97,159582,48756,2.5545738241155016,0.3055231793059367,70510,495335,1.2150570077318577,2441618172000,430839.5,1.056849513324699,577242.7660126027,1.4159767995520889,19.005773,1.333152,0.4046364275069193,0.0283830530125612,136528,96291,39092,0.7052838978085082,0.2863295441228173,2906.7064083457526,3,균형형 혼합 주거지
서초구,2024,408376,49431,290339,68606,8694.400681285928,0.1210428624600858,0.7109599976492252,0.1679971398906889,46.97,160651,49443,2.5420072081717517,0.3077665249516031,72068,493979,1.2096180970478188,1682955913000,437357.0,1.0709664622798598,584163.7357005465,1.430455599008136,19.018219,1.343705,0.4049014051522248,0.0286077283372365,134566,95946,37485,0.7130032846335627,0.2785621925300596,2864.935064935065,3,균형형 혼합 주거지
성동구,2020,293556,29566,218555,45435,17411.387900355872,0.1007167286650587,0.7445087138399488,0.1547745574949924,16.86,126658,42585,2.3177059483017257,0.3362203729728876,41582,196377,0.6689592445734375,271200829000,60218.25,0.2051337734537873,360981.7124467213,1.2296860307631978,9.947641,0.473145,0.5900142941874259,0.0280631672597864,91329,67584,22673,0.7400059126892882,0.2482563041312179,5416.903914590747,1,신흥 아파트 주거지
성동구,2021,285990,28220,211569,46201,16962.633451957296,0.0986747788384209,0.7397776146019092,0.1615476065596699,16.86,127440,44946,2.2441148775894537,0.352683615819209,41665,203221,0.710587782789608,289706646000,60785.5,0.2125441449001713,357660.43457561644,1.2506046874912284,9.936848,0.483938,0.5893741399762752,0.0287033214709371,91033,68090,21923,0.7479705161864378,0.2408247558577658,5399.347568208778,1,신흥 아파트 주거지
성동구,2022,281000,26903,206567,47530,16706.30202140309,0.0957402135231316,0.7351138790035587,0.1691459074733096,16.82,127790,46548,2.1989201032944674,0.3642538539791846,41306,205900,0.7327402135231317,332826057000,62294.75,0.2216895017793594,359447.7343873973,1.2791734319836203,9.931728,0.489058,0.5904713436385255,0.0290759809750297,90740,68125,21645,0.7507714348688561,0.238538681948424,5394.768133174792,1,신흥 아파트 주거지
성동구,2023,277361,25233,202868,49260,16489.952437574317,0.0909752993391284,0.731422225907752,0.1776024747531195,16.82,127950,48111,2.167729581867917,0.3760140679953107,40674,201359,0.7259816628869956,345736465000,64956.5,0.2341947858566994,355710.4326419178,1.2824817931934114,9.931728,0.489058,0.5904713436385255,0.0290759809750297,91252,68191,22097,0.7472822513479157,0.2421535966334984,5425.208085612366,1,신흥 아파트 주거지
성동구,2024,273669,24211,198428,51030,16231.85053380783,0.0884681860203384,0.725065681534993,0.1864661324446685,16.86,127631,48442,2.14422044801028,0.3795472886681135,39264,201023,0.7345479392989341,260187585000,76288.0,0.2787601080136954,352764.3755625683,1.2890183965394997,9.931676,0.483836,0.5890673784104389,0.028697271648873,91231,68086,22189,0.7463033398735079,0.24321776589098,5411.091340450771,1,신흥 아파트 주거지
성북구,2020,437153,46162,317378,73613,17784.906427990238,0.1055968962811647,0.7260112592158809,0.1683918445029543,24.58,184871,61510,2.364638044906989,0.3327184901904571,34420,121798,0.2786164111878449,259911220000,60501.0,0.1383977692020871,445786.0749428962,1.0197484060338056,17.82961,0.397229,0.7253706265256306,0.0161606590724166,138621,79206,57995,0.5713852879433852,0.4183709538958743,5639.585028478438,1,신흥 아파트 주거지
성북구,2021,430528,44582,311401,74545,17515.378356387308,0.1035519176453099,0.7233002266983797,0.1731478556563103,24.58,187246,64985,2.299264069726456,0.3470568129626267,34712,124004,0.2880277240969228,267539195000,64475.25,0.149758552289282,433522.3909575343,1.00695515961223,17.828087,0.398752,0.7253086655817739,0.0162226200162733,140138,80967,57791,0.5777662018867117,0.4123863620145856,5701.301871440196,1,신흥 아파트 주거지
성북구,2022,430397,42920,310184,77293,17510.048820179007,0.0997218846785642,0.7206927557580559,0.1795853595633798,24.58,190541,67222,2.258815687962171,0.3527954613442776,35162,125727,0.292118671830891,305389205000,63044.0,0.146478716162055,433378.83563342463,1.0069281050598045,17.826125,0.400714,0.725228844589097,0.0163024410089503,142602,83701,57548,0.5869553021696751,0.4035567523597144,5801.545972335232,1,신흥 아파트 주거지
성북구,2023,425602,40594,304776,80232,17314.971521562245,0.0953801908825616,0.7161056573982265,0.1885141517192118,24.58,191164,69148,2.2263710740516,0.3617208260969639,35548,126186,0.2964882683821974,327603232000,60000.75,0.1409785433339129,434639.5414106849,1.0212347249559093,17.826125,0.400714,0.725228844589097,0.0163024410089503,143240,83728,58167,0.584529461044401,0.4060807037140463,5827.502034174126,1,신흥 아파트 주거지
성북구,2024,421560,38623,299584,83353,17157.509157509157,0.0916192238352784,0.7106556599297846,0.1977251162349369,24.57,191165,70230,2.205215389846468,0.3673789658148719,35561,125573,0.297876933295379,229183453000,58146.5,0.1379317297656324,426449.3098002733,1.0115981350229464,17.787802,0.400758,0.7239642653642653,0.0163108669108669,143758,84332,58090,0.5866247443620529,0.4040818597921507,5850.956450956451,1,신흥 아파트 주거지
송파구,2020,667960,79805,494846,93309,19721.28727487452,0.1194757171088089,0.7408317863345111,0.13969249655668,33.87,259785,73694,2.571203110264257,0.2836730373193217,76412,411898,0.6166506976465657,640888788000,329966.75,0.4939917809449667,769269.4250934427,1.1516698980379705,21.013419,2.287015,0.6204139061116032,0.0675233244759374,211578,127239,82768,0.6013810509599297,0.3911937914149864,6246.767050487158,1,신흥 아파트 주거지
송파구,2021,658338,77329,483506,97503,19431.463990554897,0.1174609395173907,0.7344342875544173,0.1481047729281919,33.88,263270,79262,2.500619136247958,0.3010673453108975,74531,400781,0.6087769504418703,684458744000,339396.25,0.5155349531699522,752564.768390137,1.143128253860687,21.472225,2.287015,0.6337728748524203,0.0675033943329397,215731,131487,82749,0.6094951583221697,0.3835749150562506,6367.50295159386,1,신흥 아파트 주거지
송파구,2022,658801,75568,479872,103361,19445.12987012987,0.1147053510847737,0.7284020516058719,0.1568925973093544,33.88,267302,82473,2.464631764820316,0.3085386566505301,74738,409305,0.6212877636797758,775876509000,350307.25,0.5317345450295309,759645.427220274,1.153072668712212,21.472225,2.287015,0.6337728748524203,0.0675033943329397,220192,135070,83680,0.6134191977910187,0.3800319720970789,6499.173553719008,1,신흥 아파트 주거지
송파구,2023,654166,72480,473043,108643,19308.32349468713,0.1107975651440154,0.7231237942662871,0.1660786405896974,33.88,269591,87140,2.4265127545059,0.3232303749012393,74893,412433,0.6304714705441739,809152568000,333882.75,0.5103945328861481,754836.3808873972,1.153891184939904,21.472225,2.287015,0.6337728748524203,0.0675033943329397,221082,135448,84202,0.6126595561827738,0.3808632091260256,6525.442739079103,1,신흥 아파트 주거지
송파구,2024,650110,70250,465903,113957,19188.60684769776,0.1080586362307917,0.7166525664887481,0.1752887972804602,33.88,271703,89720,2.392722936441629,0.3302135051876497,75957,418595,0.6438833428189076,1005726734000,352322.0,0.5419421328698221,751358.2103620219,1.1557401214594791,21.45054,2.363811,0.6331328217237308,0.0697701003541912,222795,137132,84231,0.6155075293431181,0.3780650373661886,6576.0035419126325,1,신흥 아파트 주거지
양천구,2020,454251,56367,332343,65541,26091.38426191844,0.1240877840665183,0.7316285489740254,0.1442836669594563,17.41,168184,39436,2.700916852970556,0.234481282404985,37183,130371,0.2870021199733187,1156851424000,74727.5,0.1645070676784421,406566.4037901639,0.895025886107381,12.536636,0.79683,0.7200824813325675,0.0457685238368753,143769,90788,52122,0.631485229778325,0.3625399077687123,8257.840321654221,1,신흥 아파트 주거지
양천구,2021,447302,54121,324698,68483,25692.245835726597,0.1209943170386003,0.7259033047024158,0.1531023782589838,17.41,170289,42973,2.6267228065230284,0.2523533522423644,37929,133776,0.2990731094428372,1120360208000,75482.75,0.1687512016489977,391094.8945638357,0.8743419313212005,12.536636,0.79683,0.7200824813325675,0.0457685238368753,145843,92278,52736,0.6327214881756409,0.36159431717669,8376.96726019529,1,신흥 아파트 주거지
양천구,2022,440881,51078,317568,72235,25323.43480758185,0.1158543915478326,0.720303211070561,0.1638423973816063,17.41,171291,45502,2.573871365103829,0.2656415106456264,37774,133815,0.3035172756367364,754225053000,76978.5,0.1746015364690245,377352.66833123285,0.8559059436247715,12.536636,0.79683,0.7200824813325675,0.0457685238368753,146886,92705,53369,0.6311357106871996,0.3633361926936536,8436.875358989088,1,신흥 아파트 주거지
양천구,2023,436028,48793,311109,76126,25044.68696151637,0.1119033640041465,0.7135069307475667,0.1745897052482868,17.41,171469,47106,2.542896966798663,0.2747202118167132,38114,131733,0.302120506022549,427291253000,73501.0,0.1685694496683699,369032.86370958906,0.8463512978744233,12.536636,0.79683,0.7200824813325675,0.0457685238368753,147619,93107,53707,0.6307250421693684,0.3638217302650743,8478.977599080989,1,신흥 아파트 주거지
양천구,2024,430976,47206,303596,80174,24754.508902929352,0.1095327814077814,0.7044382981882982,0.1860289204039204,17.41,171027,47886,2.5199296017587867,0.2799908786331982,37760,130568,0.3029588654588654,292702788000,76864.75,0.1783504185847935,368291.92675847,0.8545532158599782,12.536636,0.79683,0.7200824813325675,0.0457685238368753,147679,93090,53790,0.6303536724923652,0.36423594417622,8482.423894313613,1,신흥 아파트 주거지
영등포구,2020,379480,37280,281537,60663,15457.433808553971,0.0982396964266891,0.7419020765257721,0.1598582270475387,24.55,178217,64000,2.129314262949101,0.3591127670199812,74060,434698,1.1455096447770634,1170120498000,327155.25,0.8621146041952145,498114.08845191257,1.3126227691891867,8.013839,2.60726,0.3264292871690428,0.1062020366598778,107366,74957,31237,0.6981446640463461,0.2909394035355699,4373.36048879837,2,고령화 원도심
영등포구,2021,376837,36369,279173,61295,15349.77596741344,0.0965112236855722,0.7408322431183775,0.1626565331960502,24.55,184045,69806,2.0475264201689805,0.3792876742101116,74562,435017,1.154390359757667,1272689095000,327232.5,0.8683661636198144,501159.9246446575,1.329911671743108,8.010072,2.611027,0.3262758452138492,0.1063554786150712,110396,77550,31689,0.7024711040255082,0.2870484437841951,4496.782077393075,2,고령화 원도심
영등포구,2022,375675,35239,277087,63349,15302.44399185336,0.0938018233845744,0.7375710387968324,0.1686271378185932,24.55,187482,73962,2.0037923640669506,0.3945018721797292,75470,433237,1.1532228655087509,1026471347000,328506.25,0.874442669860917,515969.34031041095,1.3734460379594355,8.00584,2.615259,0.3261034623217922,0.1065278615071283,112068,79110,31848,0.7059106970767748,0.2841846022058036,4564.887983706721,2,고령화 원도심
영등포구,2023,374794,33484,275467,65843,15266.558044806518,0.0893397439660186,0.7349824170077429,0.1756778390262384,24.55,190452,77895,1.9679184256400564,0.4090006930880221,74558,435180,1.1611178407338432,879067174000,328985.0,0.8777755246882287,521944.5044309589,1.3926170227670638,8.00584,2.615259,0.3261034623217922,0.1065278615071283,114173,80513,32551,0.7051842379546828,0.2851024322738301,4650.631364562118,2,고령화 원도심
영등포구,2024,373773,31997,273208,68568,15224.969450101831,0.08560543431441,0.7309463230356393,0.1834482426499506,24.55,192656,79698,1.940105680591313,0.4136803421642721,74118,442395,1.1835927153646733,1604124493000,356802.5,0.9545967739777886,520448.0312193989,1.3924174063386037,7.978406,2.642694,0.3249859877800407,0.1076453767820773,115011,81334,32583,0.7071845301753745,0.2833033362026241,4684.765784114053,2,고령화 원도심
용산구,2020,230040,20688,169573,39779,10518.518518518518,0.0899321857068335,0.7371457137889063,0.1729221005042601,21.87,101431,36881,2.267945697074859,0.3636067868797508,31507,154288,0.6707007476960528,890232101000,146887.0,0.638528082072683,309131.417489071,1.3438159341378502,12.10781,1.260795,0.5536264288980338,0.0576495198902606,74542,37676,36157,0.5054331786107161,0.4850554050065734,3408.413351623228,2,고령화 원도심
용산구,2021,222953,19604,164797,38552,10194.467306812983,0.087928845989962,0.7391557861970909,0.1729153678129471,21.87,102638,39270,2.1722266606909724,0.3826068317777041,29680,152605,0.6844716150937642,958927346000,148351.75,0.6653947244486507,300104.5509523288,1.3460440135469305,12.194627,1.260795,0.5575961133973479,0.0576495198902606,75739,38631,36412,0.510054265305853,0.4807562814402091,3463.1458619112937,2,고령화 원도심
용산구,2022,218650,18677,161495,38478,9997.71376314586,0.0854196203978961,0.7386005030871255,0.1759798765149783,21.87,103974,41437,2.1029295785484834,0.3985323253890395,28047,151851,0.6944934827349646,957554475000,150290.25,0.6873553624514064,306027.90440986305,1.3996245342321658,12.181023,1.274398,0.5569740740740741,0.0582715134887974,77116,39805,36646,0.516170444525131,0.4752061828933036,3526.1088248742567,2,고령화 원도심
용산구,2023,213151,17483,156429,39239,9746.273433927754,0.0820216653921398,0.7338881825560284,0.1840901520518318,21.87,103826,42482,2.0529636121973303,0.4091653343093252,28363,158552,0.7438482578078451,994733445000,146010.5,0.6850096879676849,305868.2325115068,1.434983802616487,12.181023,1.274398,0.5569740740740741,0.0582715134887974,77734,39806,37269,0.5120796562636684,0.4794427148995291,3554.366712391404,2,고령화 원도심
용산구,2024,203854,16404,148556,38894,9321.170553269318,0.080469355519146,0.7287372335102573,0.1907934109705966,21.87,98398,40445,2.071729100184963,0.4110347771296164,27854,157564,0.7729257213495934,699893286000,146852.75,0.7203819890706094,296117.50273907103,1.4525959889875648,11.391721,1.569913,0.520883447645176,0.0717838591678097,78063,39915,37490,0.5113177817916298,0.4802531288830816,3569.4101508916324,2,고령화 원도심
은평구,2020,479835,47781,347044,85010,16150.62268596432,0.0995779799306011,0.7232569529108964,0.1771650671585024,29.71,192581,57853,2.491600936748693,0.3004086592135257,36273,108362,0.2258317963466608,273248297000,28758.0,0.0599331020038138,457822.9549530055,0.9541258035637364,15.3651,0.521342,0.517169303264894,0.0175476943789969,150658,59438,89977,0.3945226937832707,0.597226831631908,5070.952541231908,1,신흥 아파트 주거지
은평구,2021,473307,45280,340989,87038,15930.89868731067,0.0956672941663655,0.7204393765568647,0.1838933292767696,29.71,195512,62447,2.4208590777036703,0.3194023896231433,36509,109031,0.2303599989013473,296533495000,28777.0,0.0607998614007399,442422.5541528767,0.9347475405030492,15.35653,0.529912,0.5168808481992595,0.0178361494446314,156710,64712,90776,0.4129411013974858,0.5792610554527471,5274.654998317064,1,신흥 아파트 주거지
은평구,2022,466746,42981,334343,89422,15710.06395153147,0.0920864881541566,0.7163275100375793,0.191586001808264,29.71,198082,65769,2.356327177633505,0.3320291596409567,36430,107697,0.230740059904102,330471037000,29970.0,0.0642105127842552,436133.29248273966,0.9344124909109872,15.35653,0.529912,0.5168808481992595,0.0178361494446314,160630,67705,91720,0.4214966071095063,0.571001680881529,5406.597105351733,1,신흥 아파트 주거지
은평구,2023,466770,41081,332124,93565,15710.87176035005,0.0880112260856524,0.7115367311523877,0.2004520427619598,29.71,200425,68850,2.3289010851939627,0.3435200199575901,36201,106043,0.2271846948175761,354975788000,29573.5,0.0633577564967757,426155.547890137,0.9129882980700068,15.35653,0.529912,0.5168808481992595,0.0178361494446314,165462,72002,92261,0.4351573170879114,0.5575963061004944,5569.235947492427,1,신흥 아파트 주거지
은평구,2024,460919,38324,324807,97788,15513.934702120498,0.0831469303717139,0.7046943172227659,0.2121587524055202,29.71,200904,70568,2.2942251025365348,0.3512523394257954,36093,107935,0.2341734664876041,245662866000,32098.5,0.0696402187803063,425418.8530032787,0.9229796406815052,15.356529,0.529912,0.5168808145405587,0.0178361494446314,163763,72680,89881,0.4438120943070168,0.548848030385374,5512.049814877146,1,신흥 아파트 주거지
종로구,2020,149384,12679,108394,28311,6247.762442492681,0.0848752209071922,0.7256064906549563,0.1895182884378514,23.91,68069,25983,2.194596659272209,0.3817156120994873,50531,284570,1.9049563540941463,953865523000,230874.75,1.5455119022117496,296351.44556967216,1.9838232044239823,9.830838,2.937285,0.4111601003764115,0.1228475533249686,46859,15688,30259,0.3347916088691606,0.6457457478819437,1959.8076118778756,0,도심 업무·상업 중심지
종로구,2021,144683,11918,105156,27609,6051.150146382267,0.0823731882805858,0.7268027342535059,0.1908240774659082,23.91,68541,27308,2.1108971272668917,0.3984184648604485,48361,275063,1.9011424977364304,1263485235000,230084.75,1.590268034254197,285239.20459260273,1.971476984805421,9.830838,2.937285,0.4111601003764115,0.1228475533249686,46885,15775,30202,0.3364615548682947,0.6441719099925349,1960.895023002928,0,도심 업무·상업 중심지
종로구,2022,141379,11121,102554,27704,5912.965286491008,0.0786609043775949,0.7253835435248517,0.1959555520975534,23.91,69831,28424,2.024587933725709,0.4070398533602555,47595,278403,1.9691962738454791,1248636121000,225584.75,1.595602953762581,301222.3172468493,2.130601555017713,9.830838,2.937285,0.4111601003764115,0.1228475533249686,46810,15923,30006,0.3401623584704123,0.6410168767357403,1957.7582601422,0,도심 업무·상업 중심지
종로구,2023,139417,10459,100458,28500,5830.907570054371,0.0750195456795082,0.7205577512068112,0.2044227031136805,23.91,70217,29334,1.9855163279547687,0.4177620804078784,46977,270442,1.9398064798410524,1174044226000,219002.25,1.570843225718528,309795.39707561646,2.2220776309604746,9.830838,2.937285,0.4111601003764115,0.1228475533249686,47025,16300,29859,0.3466241360978203,0.6349601275917065,1966.7503136762864,0,도심 업무·상업 중심지
종로구,2024,138336,9931,98831,29574,5785.6963613550815,0.0717889775618783,0.714427191764978,0.2137838306731436,23.91,70241,29779,1.9694480431656725,0.4239546703492262,46830,265635,1.9202159958362248,589762071000,218394.75,1.5787267956280362,304702.3310112022,2.202624992852202,9.830838,2.937285,0.4111601003764115,0.1228475533249686,47156,16345,29953,0.3466154890151836,0.6351895835100517,1972.229192806357,0,도심 업무·상업 중심지
중구,2020,125240,9928,91138,24174,12574.29718875502,0.0792717981475567,0.7277068029383583,0.1930213989140849,9.96,59817,22818,2.0937191768226424,0.3814634635638698,76129,408064,3.2582561481954646,7981274213000,415266.0,3.315761737464069,283958.58538278687,2.267315437422444,6.037439,3.911718,0.6061685742971887,0.3927427710843373,42234,26102,15263,0.6180328645167401,0.3613912961121371,4240.361445783132,0,도심 업무·상업 중심지
중구,2021,122499,9352,89110,24037,12299.096385542169,0.0763434803549416,0.7274345096694667,0.1962220099755916,9.96,61073,24544,2.0057799682347355,0.4018797177148658,70308,386564,3.1556502502061243,8684064847000,418192.75,3.413846235479473,271742.08163123287,2.218320815935092,6.037439,3.911718,0.6061685742971887,0.3927427710843373,42319,26327,15131,0.622108272879794,0.3575462558188993,4248.895582329317,0,도심 업무·상업 중심지
중구,2022,120437,8901,86876,24660,12092.068273092367,0.0739058594950057,0.7213397876067986,0.2047543528981957,9.96,61620,25247,1.9545115222330407,0.4097208698474521,68143,386148,3.206224000929947,9692676412000,414350.75,3.440394147977781,296808.8010441096,2.4644320353721,6.013132,3.936025,0.6037281124497991,0.3951832329317268,42401,26366,15202,0.6218249569585623,0.358529279969812,4257.128514056225,0,도심 업무·상업 중심지
중구,2023,121312,8528,87259,25525,12179.919678714858,0.0702980743867053,0.719294051701398,0.2104078739118966,9.96,64325,28293,1.885923047026817,0.439844539448115,67202,419211,3.4556432999208653,10331115104000,407205.0,3.356675349512002,320749.5537665753,2.644005158323788,6.013132,3.936025,0.6037281124497991,0.3951832329317268,44191,28126,15233,0.63646443846032,0.3447081985019574,4436.847389558233,0,도심 업무·상업 중심지
중구,2024,120544,8119,86017,26408,12102.81124497992,0.0673529997345367,0.7135734669498275,0.2190735333156357,9.96,64816,28968,1.859787706739077,0.4469266847691928,67098,399960,3.317958587735599,7467965148000,429370.25,3.5619379645606584,320034.7350562841,2.6549204859328057,6.005614,3.938992,0.6029732931726907,0.3954811244979919,44572,28409,15336,0.6373732388046307,0.3440725118908732,4475.100401606425,0,도심 업무·상업 중심지
중랑구,2020,394702,35444,289917,69341,21335.243243243243,0.0897993929597519,0.7345212337408982,0.1756793732993498,18.5,167617,56605,2.354785015839682,0.3377044094572746,38558,111086,0.2814427086764192,219704435000,22117.5,0.0560359461061763,367084.1996592896,0.9300287296727396,10.821891,0.357442,0.5849670810810811,0.0193211891891891,112364,55499,55329,0.493921540706988,0.4924086006194155,6073.72972972973,1,신흥 아파트 주거지
중랑구,2021,387350,33325,282465,71560,20937.83783783784,0.0860333032141474,0.7292242158254808,0.1847424809603717,18.5,170021,60487,2.2782479811317424,0.3557619352903465,39310,113144,0.2920975861623854,222714366000,21992.0,0.0567755260100684,358109.03703424655,0.9245102285639514,10.812136,0.367198,0.5844397837837838,0.0198485405405405,114488,56651,56334,0.4948204178603871,0.4920515687233596,6188.540540540541,1,신흥 아파트 주거지
중랑구,2022,385318,32188,278340,74790,20828.0,0.0835361960770065,0.7223643847419534,0.19409941918104,18.5,173424,64334,2.2218262754866687,0.3709636497831903,40320,114733,0.2977618486548772,251330608000,21217.5,0.0550649074271121,354799.8948484932,0.9207976135256934,10.808521,0.370813,0.5842443783783784,0.0200439459459459,118357,59121,57752,0.4995141816707081,0.4879474809263499,6397.675675675676,1,신흥 아파트 주거지
중랑구,2023,382155,30655,272709,78791,20657.027027027027,0.0802161426646256,0.7136083526317856,0.2061755047035888,18.5,174863,66906,2.1854537552255198,0.3826195364370964,40964,112740,0.2950111865604271,266418820000,20282.0,0.0530727061009276,348339.66899068496,0.9115140950417632,10.808521,0.370813,0.5842443783783784,0.0200439459459459,119961,59984,58499,0.5000291761489151,0.4876501529663807,6484.378378378378,1,신흥 아파트 주거지
중랑구,2024,379274,29052,266923,83299,20501.297297297297,0.0765989759382399,0.7037735252086882,0.2196274988530719,18.5,176740,69149,2.1459431933914224,0.39124702953491,42344,115477,0.3044685372580245,184746525000,19273.75,0.0508174828751773,340331.82628688525,0.8973244311154607,10.806188,0.373145,0.5841182702702703,0.02017,120876,60832,58565,0.5032595387008174,0.48450478175982,6533.8378378378375,1,신흥 아파트 주거지
